Measure type,Country,Reference Area,Reference Period,LA CO2 Sub-Sector,Local Authority,LA CO2 Sector,Territorial emissions per area,Emissions within the scope of influence of LAs,Territorial emissions per capita,Territorial emissions,Unit of Measure
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000044,http://reference.data.gov.uk/id/year/2015,Road Transport (Motorways),Portsmouth,Transport,,,,95.1435,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000008,http://reference.data.gov.uk/id/year/2012,Industry Gas,Blackburn with Darwen,Industry,,,,47.8231,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000059,http://reference.data.gov.uk/id/year/2007,Commercial Gas,Dorset,Commercial,,,,31.1701,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000031,http://reference.data.gov.uk/id/year/2010,Road Transport (A roads),Peterborough,Transport,,,,251.866,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000042,http://reference.data.gov.uk/id/year/2019,Agriculture,Milton Keynes,Industry,,,,6.9271,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000025,http://reference.data.gov.uk/id/year/2008,LULUCF Net Emissions: Cropland,South Gloucestershire,LULUCF,,,,17.2562,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000027,http://reference.data.gov.uk/id/year/2008,Commercial Electricity,Torbay,Commercial,,,,94.4513,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000046,http://reference.data.gov.uk/id/year/2016,LULUCF Net Emissions: Settlements,Isle of Wight,LULUCF,,,,9.4867,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000012,http://reference.data.gov.uk/id/year/2019,Public Sector 'Other Fuels',North East Lincolnshire,Public Sector,,,,0.1043,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000055,http://reference.data.gov.uk/id/year/2008,Commercial Electricity,Bedford,Commercial,,,,122.8992,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000057,http://reference.data.gov.uk/id/year/2018,Domestic Gas,Northumberland,Domestic,,,,326.5858,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000034,http://reference.data.gov.uk/id/year/2017,Road Transport (Motorways),Thurrock,Transport,,,,115.9414,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000058,http://reference.data.gov.uk/id/year/2012,LULUCF Net Emissions: Cropland,"Bournemouth, Christchurch and Poole",LULUCF,,,,4.1462,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000002,http://reference.data.gov.uk/id/year/2011,LULUCF Net Emissions: Cropland,Middlesbrough,LULUCF,,,,1.7159,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000050,http://reference.data.gov.uk/id/year/2008,Road Transport (A roads),Cheshire West and Chester,Transport,,,,424.4485,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000016,http://reference.data.gov.uk/id/year/2010,Commercial Electricity,Leicester,Commercial,,,,187.1003,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000008,http://reference.data.gov.uk/id/year/2005,Public Sector Gas,Blackburn with Darwen,Public Sector,,,,37.0507,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000006,http://reference.data.gov.uk/id/year/2007,Road Transport (A roads),Halton,Transport,,,,134.8941,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000056,http://reference.data.gov.uk/id/year/2011,Public Sector Electricity,Central Bedfordshire,Public Sector,,,,22.4549,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000027,http://reference.data.gov.uk/id/year/2010,Agriculture,Torbay,Industry,,,,0.9374,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000049,http://reference.data.gov.uk/id/year/2006,Diesel Railways,Cheshire East,Transport,,,,18.4191,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000031,http://reference.data.gov.uk/id/year/2006,LULUCF Net Emissions: Settlements,Peterborough,LULUCF,,,,5.7475,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000057,http://reference.data.gov.uk/id/year/2018,Industry Gas,Northumberland,Industry,,,,117.4649,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000055,http://reference.data.gov.uk/id/year/2019,Commercial Electricity,Bedford,Commercial,,,,46.3758,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000011,http://reference.data.gov.uk/id/year/2012,Agriculture,East Riding of Yorkshire,Industry,,,,64.2777,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000042,http://reference.data.gov.uk/id/year/2008,Agriculture,Milton Keynes,Industry,,,,6.4956,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000018,http://reference.data.gov.uk/id/year/2005,Public Sector 'Other Fuels',Nottingham,Public Sector,,,,1.4677,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000019,http://reference.data.gov.uk/id/year/2008,Public Sector 'Other Fuels',"Herefordshire, County of",Public Sector,,,,3.393,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000035,http://reference.data.gov.uk/id/year/2012,Public Sector Electricity,Medway,Public Sector,,,,37.8641,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000013,http://reference.data.gov.uk/id/year/2010,LULUCF Net Emissions: Cropland,North Lincolnshire,LULUCF,,,,133.0571,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000008,http://reference.data.gov.uk/id/year/2016,Public Sector Gas,Blackburn with Darwen,Public Sector,,,,22.069,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000057,http://reference.data.gov.uk/id/year/2007,Domestic Gas,Northumberland,Domestic,,,,377.3874,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000045,http://reference.data.gov.uk/id/year/2014,Public Sector Gas,Southampton,Public Sector,,,,36.2084,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000040,http://reference.data.gov.uk/id/year/2009,Domestic Electricity,Windsor and Maidenhead,Domestic,,,,149.9032,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000019,http://reference.data.gov.uk/id/year/2019,Public Sector 'Other Fuels',"Herefordshire, County of",Public Sector,,,,0.7921,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000045,http://reference.data.gov.uk/id/year/2012,LULUCF Net Emissions: Wetlands,Southampton,LULUCF,,,,-0.0132,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000019,http://reference.data.gov.uk/id/year/2015,Domestic 'Other Fuels',"Herefordshire, County of",Domestic,,,,92.9743,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000051,http://reference.data.gov.uk/id/year/2016,Industry Electricity,Shropshire,Industry,,,,109.1386,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000022,http://reference.data.gov.uk/id/year/2009,Road Transport (Minor roads),Bath and North East Somerset,Transport,,,,107.1981,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
Territorial emissions,England,http://gss-data.org.uk/def/climate-change/concept/local-authority-code/E06000023,http://reference.data.gov.uk/id/year/2015,Public Sector Electricity,"Bristol, City of",Public Sector,,,,70.2767,http://gss-data.org.uk/data/climate-change/beis-2005-to-2019-local-authority-carbon-dioxide-co2-emissions/2005-to-2019-local-authority-carbon-dioxide-co2-emissions-dataset-revised.csv#unit/kt-co2
